Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions,log_GHG_Emissions,age,age_group,Occupancy_group
65-50 / 65-44 162nd Street,11365,1961-11-01 00:00:00,160 STREET,Multifamily Housing,Multifamily Housing,70000.0,1954,1,100,44.6,,,,4275.1,61.07,,,191.8,191.8,0.0,5.261653382176445,70,>50,76-100%
65-24 162nd Street,11365,61-15,160 STREET,Multifamily Housing,Multifamily Housing,145938.0,1966,1,100,41.8,44.2,12.5,0.0,,,,,557.9,11.6,546.3,6.325970566275652,58,>50,76-100%
65-25 160th Street ,11365,61-15,160 STREET,Multifamily Housing,Multifamily Housing,145938.0,1966,1,100,42.9,45.6,12.8,0.0,,,,,571.2,13.3,557.8,6.34948858061601,58,>50,76-100%
828 Midwood Street,11203,811,RUTLAND ROAD,Multifamily Housing,Multifamily Housing,157998.0,1953,1,100,,,,,,,40.660488,-73.933165,0.0,0.0,0.0,0.0,71,>50,76-100%
828 Midwood Street,11203,811,RUTLAND ROAD,Multifamily Housing,Multifamily Housing,105332.0,1953,1,100,,,,,,,40.660488,-73.933165,0.0,0.0,0.0,0.0,71,>50,76-100%
828 Midwood Street,11203,811,RUTLAND ROAD,Multifamily Housing,Multifamily Housing,52666.0,1953,1,100,,,,,,,40.660488,-73.933165,0.0,0.0,0.0,0.0,71,>50,76-100%
159 ALASKA STREET,10310,159,ALASKA STREET,Multifamily Housing,Multifamily Housing,74100.0,1962,1,100,38.8,38.3,9.0,0.1,,,40.634756,-74.120309,246.0,27.7,218.3,5.5093883366279774,62,>50,76-100%
260 Baychester Avenue,10475,260,BAYCHESTER AVENUE,Parking,Parking,419742.0,2014,1,80,,,,,,,40.866288,-73.830604,0.0,0.0,0.0,0.0,10,0-10,76-100%
280 Baychester Avenue,10475,280,BAYCHESTER AVENUE,Parking,Parking,363140.0,2014,1,80,,,,,,,40.866412,-73.830658,0.0,0.0,0.0,0.0,10,0-10,76-100%
134-30 Franklin Ave,11355,134-30,FRANKLIN AVENUE,Multifamily Housing,Multifamily Housing,205264.0,1952,3,100,63.4,66.5,3.0,0.6,,,,,778.3,573.5,204.8,6.658396080849515,72,>50,76-100%
134-30 Franklin Ave,11355,134-30,FRANKLIN AVENUE,Multifamily Housing,Multifamily Housing,102632.0,1952,1,100,,,,,,,,,0.0,0.0,0.0,0.0,72,>50,76-100%
"147-35 38th Ave,",11354,147-35,38 AVENUE,Multifamily Housing,Multifamily Housing,233877.0,1950,3,100,34.1,34.2,3.2,0.1,,,,,610.3,374.7,235.5,6.415587837034679,74,>50,76-100%
1395 Lexington Ave,10128,1393,LEXINGTON AVENUE,Other - Recreation,Other - Recreation,207336.0,1930,1,100,,,,,,,40.783013,-73.953007,0.0,0.0,0.0,0.0,94,>50,76-100%
245-01 62 Avenue,11362,,,Multifamily Housing,Multifamily Housing,86084.0,1951,2,100,100.1,107.3,5.9,0.9,,,,,527.8,364.3,163.5,6.270610288537476,73,>50,76-100%
245-88 62 Avenue,11362,245-50,62 AVENUE,Multifamily Housing,Multifamily Housing,124200.0,1951,3,100,81.0,85.2,5.4,0.7,6244.6,50.28,,,627.8,408.9,218.9,6.443813241114997,73,>50,76-100%
242-63 61 Avenue,11362,242-06,HORACE HARDING EXPRE,Multifamily Housing,Multifamily Housing,149406.0,1951,3,100,92.2,97.5,6.5,0.8,9798.7,65.58,,,865.3,553.0,312.4,6.764231268896094,73,>50,76-100%
57-63 244th Street,11362,244-24,57 DRIVE,Multifamily Housing,Multifamily Housing,109562.0,1951,2,100,94.7,99.7,6.3,0.8,,,,,646.0,423.4,222.7,6.472346294500901,73,>50,76-100%
56-23 244th Street,11362,244-08,HOR HARDING EP SR S,Multifamily Housing,Multifamily Housing,176032.0,1951,4,100,87.4,87.0,5.9,0.7,,,,,961.2,625.3,335.9,6.869222329265353,73,>50,76-100%
246-41 57th Drive,11362,246-11,57 DRIVE,Multifamily Housing,Multifamily Housing,103032.0,1951,2,100,83.9,89.7,4.7,0.7,7275.5,70.61,,,525.5,370.7,154.9,6.26625133157403,73,>50,76-100%
252-08 58 Avenue,11362,249-57,60 AVENUE,Multifamily Housing,Multifamily Housing,151492.0,1953,3,100,116.9,125.7,6.0,1.1,8674.7,57.26,,,1063.8,776.6,287.2,6.970542267080901,71,>50,76-100%
249-04 57 Avenue,11362,1957-01-01 00:00:00,MARATHON PARKWAY,Multifamily Housing,Multifamily Housing,156144.0,1953,3,100,117.5,125.2,6.2,1.0,,,,,1110.1,792.0,318.1,7.013105794589963,71,>50,76-100%
708 Broadway,10003,708,BROADWAY,Other - Education,Other - Education,127000.0,1914,0,0,,,,,,,40.728775,-73.993931,0.0,0.0,0.0,0.0,110,,
255 West 23rd Street,10011,255,WEST 23 STREET,Multifamily Housing,Multifamily Housing,159090.0,1939,2,100,74.5,78.1,6.3,0.6,5592.4,35.15,40.744747,-73.997163,768.7,442.3,326.4,6.646000828540272,85,>50,76-100%
255 West 23rd Street,10011,255,WEST 23 STREET,Multifamily Housing,Multifamily Housing,69545.0,1939,1,100,73.9,73.3,7.3,0.5,5592.4,70.31,40.744747,-73.997163,392.6,204.8,187.8,5.975335165178098,85,>50,76-100%
250 West 24th Street,10011,255,WEST 23 STREET,Multifamily Housing,Multifamily Housing,79545.0,1939,1,100,75.0,80.1,5.4,0.6,,,40.744747,-73.997163,376.1,237.5,138.6,5.9325104042643115,85,>50,76-100%
256-16 60th AVENUE ,11362,,,Multifamily Housing,Multifamily Housing,70124.0,1952,2,100,103.4,111.0,5.9,0.9,,,,,443.7,307.2,136.5,6.097399897516651,72,>50,76-100%
61-06 LITTLE NECK PARKWAY,11362,,,Multifamily Housing,Multifamily Housing,80568.0,1952,2,100,116.7,124.6,6.1,1.0,,,,,567.5,408.1,159.4,6.343001313190591,72,>50,76-100%
249-06 63 AVENUE ,11362,,,Multifamily Housing,Multifamily Housing,95056.0,1952,2,100,117.4,127.2,6.2,1.1,,,,,676.2,481.0,195.2,6.51796665025898,72,>50,76-100%
252-06 63 AVENUE ,11362,,,Multifamily Housing,Multifamily Housing,72016.0,1952,2,100,122.7,131.8,5.0,1.1,,,,,519.4,402.2,117.3,6.25459774663835,72,>50,76-100%
1250 First Ave,10065,1250,1 AVENUE,Other,Other,170589.0,1940,1,100,,,,,,,40.764817,-73.958168,0.0,0.0,0.0,0.0,84,>50,76-100%
1275  York Ave,10065,1275,YORK AVENUE,Other - Specialty Hospital,Other - Specialty Hospital,587996.0,1940,1,100,,,,,,,40.764199,-73.955695,0.0,0.0,0.0,0.0,84,>50,76-100%
105 East 107th Street,10029,,,Mixed Use Property,Other,180300.0,1947,2,100,82.7,84.0,15.8,0.1,,,,,1276.5,359.6,916.9,7.1526603220778595,77,>50,76-100%
105 East 107th Street,10029,,,K-12 School,K-12 School,36500.0,1947,1,100,46.6,47.9,10.6,0.1,,,,,347.0,46.4,300.6,5.8522024797744745,77,>50,76-100%
310-320 W 86th Street,10024,,,Multifamily Housing,Multifamily Housing,69094.0,1914,2,100,69.9,81.0,3.2,0.0,2419.8,35.02,,,370.4,297.7,72.7,5.917279648918606,110,,76-100%
310-320 W 86th Street,10024,320,WEST 86 STREET,Multifamily Housing,Multifamily Housing,69148.0,1914,1,100,56.8,56.5,4.8,0.4,,,40.789237,-73.978719,254.2,147.7,106.5,5.542047551470635,110,,76-100%
1569 Bruckner Blvd,10472,1569,BRUCKNER BOULEVARD,Multifamily Housing,Multifamily Housing,124800.0,1962,1,95,23.5,22.7,5.5,0.0,,,40.824151,-73.875786,252.7,25.8,226.9,5.536152466605236,62,>50,76-100%
1591 Bruckner Blvd,10472,1591,BRUCKNER BOULEVARD,Multifamily Housing,Multifamily Housing,124800.0,1960,1,95,24.2,23.5,5.6,0.0,,,40.824282,-73.874792,258.5,28.5,230.0,5.558756702605943,64,>50,76-100%
33 Rear East 36 Street,10016,219,MADISON AVENUE,Library,Library,113026.0,1906,1,100,,,,,,,40.7492,-73.9819,0.0,0.0,0.0,0.0,118,,76-100%
225 Madison Avenue,10016,229,MADISON AVENUE,Library,Library,37675.0,1906,1,100,,,,,,,40.749511,-73.981673,0.0,0.0,0.0,0.0,118,,76-100%
620-640 West 239th Street,10463,620,WEST 239 STREET,Multifamily Housing,Multifamily Housing,110400.0,1953,2,95,66.5,71.6,3.5,0.6,2994.9,27.13,40.889637,-73.911686,445.0,316.2,128.8,6.100318952020064,71,>50,76-100%
620 West 239th Street,10463,620,WEST 239 STREET,Multifamily Housing,Multifamily Housing,55200.0,1953,1,95,70.8,76.1,3.5,0.6,,,40.889637,-73.911686,234.7,171.5,63.2,5.462559809942086,71,>50,76-100%
640 West 239th Street,10463,620,WEST 239 STREET,Multifamily Housing,Multifamily Housing,55200.0,1953,1,95,62.2,67.4,3.6,0.6,,,40.889637,-73.911686,210.3,144.7,65.6,5.353278924622011,71,>50,76-100%
550 Myrtle Ave,11205,215,WILLOUGHBY AVENUE,College/University,Retail Store,20000.0,2005,1,100,89.4,94.1,14.7,0.4,18.3,0.92,40.692179,-73.96306,134.8,41.7,93.1,4.911183215124596,19,11-20,76-100%
164-182 Willoughby Ave,11205,,,College/University,K-12 School,28000.0,1955,1,100,85.8,85.8,10.6,0.5,254.3,9.08,,,167.7,73.8,93.9,5.128121989551922,69,>50,76-100%
224-228 Ryerson St,11205,,,College/University,K-12 School,44000.0,1900,1,100,85.8,85.8,10.6,0.5,85.3,1.94,,,263.6,116.0,147.6,5.5782192516808555,124,,76-100%
331-347 Dekalb Ave,11205,,,College/University,K-12 School,26000.0,1955,1,100,85.8,85.8,10.6,0.5,51.6,1.99,,,155.8,68.5,87.2,5.054971107916307,69,>50,76-100%
180 Grand Ave,11205,255,RYERSON STREET,College/University,K-12 School,10000.0,1888,1,100,85.8,85.8,10.6,0.5,18.0,1.8,40.690247,-73.96433,59.9,26.4,33.5,4.109233174715851,136,,76-100%
200 Grand Ave,11205,255,RYERSON STREET,College/University,K-12 School,40000.0,1887,1,100,85.8,85.8,10.6,0.5,1122.1,28.05,40.690247,-73.96433,239.6,105.5,134.2,5.483135803540579,137,,76-100%
215 Ryerson St,11205,255,RYERSON STREET,College/University,K-12 School,43000.0,1887,1,100,85.8,85.8,10.6,0.5,125.3,2.91,40.690247,-73.96433,257.6,113.4,144.2,5.555282466337757,137,,76-100%
199 - 205 Ryerson St,11205,255,RYERSON STREET,College/University,K-12 School,17000.0,1900,1,100,85.8,85.8,10.6,0.5,37.4,2.2,40.690247,-73.96433,101.8,44.8,57.0,4.632785353021065,124,,76-100%
221 Ryerson St,11205,255,RYERSON STREET,College/University,K-12 School,14000.0,1887,1,100,85.8,85.8,10.6,0.5,29.2,2.08,40.690247,-73.96433,83.9,36.9,47.0,4.441474093317302,137,,76-100%
184 - 202 Willoughby Ave,11205,255,RYERSON STREET,College/University,K-12 School,47000.0,1957,1,100,137.4,137.4,10.6,1.0,486.2,10.35,40.690247,-73.96433,410.4,252.8,157.7,6.019565977218857,67,>50,76-100%
224 Grand Ave,11205,255,RYERSON STREET,Residence Hall/Dormitory,Residence Hall/Dormitory,59000.0,1986,1,100,98.8,96.7,9.4,0.6,2049.7,34.74,40.690247,-73.96433,390.1,202.2,187.9,5.968963281761469,38,31-40,76-100%
255 Ryerson St,11205,255,RYERSON STREET,College/University,K-12 School,8000.0,1900,1,100,85.8,85.8,10.6,0.5,20.8,2.59,40.690247,-73.96433,47.9,21.1,26.8,3.8897773964808264,124,,76-100%
369  Dekalb Ave,11205,333,WAVERLY AVENUE,College/University,K-12 School,72000.0,1920,1,100,74.3,74.3,7.4,0.5,134.6,1.87,40.68831,-73.966852,356.2,187.8,168.4,5.878295849002344,104,,76-100%
174-204  Steuben St,11205,333,WAVERLY AVENUE,College/University,K-12 School,31000.0,1900,1,100,85.8,85.8,10.6,0.5,95.4,3.08,40.68831,-73.966852,185.7,81.7,104.0,5.2295030505476765,124,,76-100%
172-186 Emerson Pl,11205,225,STEUBEN STREET,Residence Hall/Dormitory,Residence Hall/Dormitory,16296.0,1900,1,100,75.7,75.7,4.4,0.6,29.0,1.78,40.690205,-73.962268,75.2,52.5,22.7,4.333361462692601,124,,76-100%
171- 185 Syeuben St,11205,225,STEUBEN STREET,Residence Hall/Dormitory,Residence Hall/Dormitory,16296.0,1900,1,100,16.7,16.9,3.1,0.1,23.9,1.47,40.690205,-73.962268,21.3,5.2,16.1,3.104586678466073,124,,76-100%
220-234 Willoughby Ave,11205,225,STEUBEN STREET,Residence Hall/Dormitory,Residence Hall/Dormitory,22407.0,1900,1,100,58.5,58.5,1.1,0.5,29.9,1.34,40.690205,-73.962268,73.1,65.1,7.9,4.3054155323020415,124,,76-100%
2824 Plumb 3 Street,11235,,,Parking,Parking,150000.0,2006,1,100,,,,,,,,,0.0,0.0,0.0,0.0,18,11-20,76-100%
"3465 AMBOY ROAD,",10306,3465,AMBOY ROAD,Multifamily Housing,Multifamily Housing,114300.0,1984,2,100,36.0,35.6,4.7,0.2,2522.6,22.07,40.557052,-74.138757,293.4,118.1,175.3,5.684939386854721,40,31-40,76-100%
"415 CARLTON AVENUE, ",11238,,,Multifamily Housing,Multifamily Housing,135507.0,1988,8,100,67.0,71.5,5.6,0.5,1748.3,12.9,,,584.8,344.7,240.1,6.372978434393633,36,31-40,76-100%
"415 CARLTON AVENUE, ",11238,415,CARLTON AVENUE,Multifamily Housing,Multifamily Housing,19800.0,1988,1,100,131.5,142.3,7.8,1.2,,,40.685322,-73.971281,159.3,110.3,48.9,5.0770470596155075,36,31-40,76-100%
"387 ADELPHI STREET, ",11238,387,ADELPHI STREET,Multifamily Housing,Multifamily Housing,10908.0,1988,1,100,85.3,95.8,,1.0,,,40.685662,-73.970358,49.4,49.4,0.0,3.919991175077323,36,31-40,76-100%
"387 ADELPHI STREET, ",11238,387,ADELPHI STREET,Multifamily Housing,Multifamily Housing,10908.0,1988,1,100,30.4,30.4,8.9,,,,40.685662,-73.970358,30.7,0.0,30.7,3.456316680883235,36,31-40,76-100%
"5 Gates Ave, , NY ",11238,5,GATES AVENUE,Multifamily Housing,Multifamily Housing,41366.0,1988,1,100,50.8,54.2,4.0,0.4,,,40.684141,-73.96866,133.9,81.9,52.0,4.90453376321371,36,31-40,76-100%
30 Montrose Avenue,11206,30,MONTROSE AVENUE,Multifamily Housing,Multifamily Housing,387600.0,1963,1,100,20.3,19.1,5.6,,,,40.706762,-73.949111,729.0,0.0,729.0,6.593044534142437,61,>50,76-100%
25 Boerum Street,11206,30,MONTROSE AVENUE,Multifamily Housing,Multifamily Housing,387600.0,1964,1,100,19.0,17.9,5.2,,,,40.706762,-73.949111,682.6,0.0,682.6,6.527372951241436,60,>50,76-100%
29-31 Leonard Street,11206,54,BOERUM STREET,Multifamily Housing,Multifamily Housing,387600.0,1965,1,100,19.9,18.7,5.5,,,,40.705512,-73.947161,715.0,0.0,715.0,6.573680166960646,59,>50,76-100%
29 Moore Street,11206,29,LEONARD STREET,Multifamily Housing,Multifamily Housing,387600.0,1973,1,100,19.7,18.6,5.5,,,,40.704233,-73.946055,708.4,0.0,708.4,6.564419542339522,51,>50,76-100%
621 Ave. Z,11223,621,AVENUE Z,Multifamily Housing,Multifamily Housing,58560.0,1949,1,100,65.3,69.7,2.0,0.6,,,40.58615,-73.970902,219.3,181.8,37.5,5.394990253808298,75,>50,76-100%
675 Ave. Z,11223,675,AVENUE Z,Multifamily Housing,Multifamily Housing,58560.0,1951,1,100,59.3,63.2,1.3,0.6,,,40.586369,-73.968962,194.5,171.2,23.2,5.27556037942542,73,>50,76-100%
2612 W 2 ST PLPM,11223,2612,WEST 2 STREET,Multifamily Housing,Multifamily Housing,194870.0,1900,1,100,79.5,83.8,3.8,0.7,,,40.585708,-73.971212,925.5,684.6,240.9,6.831414045725414,124,,76-100%
2611 W 2 ST PLPM,11223,2611,WEST 2 STREET,Multifamily Housing,Multifamily Housing,97430.0,1949,1,100,76.1,81.0,2.4,0.7,,,40.585596,-73.971169,426.1,351.1,75.0,6.057018177847421,75,>50,76-100%
2661 West 2 St.,11223,2661,WEST 2 STREET,Multifamily Housing,Multifamily Housing,97430.0,1949,1,100,72.7,77.1,2.4,0.7,,,40.584781,-73.971018,408.2,333.3,75.0,6.014204034077471,75,>50,76-100%
2612 WEST ST PLPM,11235,,,Multifamily Housing,Multifamily Housing,194870.0,1951,1,100,84.3,88.6,4.2,0.7,,,,,985.0,721.3,263.7,6.893656354602635,73,>50,76-100%
2775 Shore Pkwy,11223,2775,SHORE PARKWAY,Multifamily Housing,Multifamily Housing,48710.0,1951,1,100,74.9,79.8,1.5,0.7,,,40.584138,-73.968833,203.8,180.6,23.2,5.322033893165353,73,>50,76-100%
2795 Shore Pkwy,11223,2775,SHORE PARKWAY,Multifamily Housing,Multifamily Housing,48710.0,1951,1,100,72.4,77.5,1.5,0.7,,,40.584138,-73.968833,197.3,174.1,23.2,5.28978103552575,73,>50,76-100%
9 Murdock Ct,11223,9,MURDOCK COURT,Multifamily Housing,Multifamily Housing,56534.0,1949,1,100,66.0,70.2,1.3,0.7,,,40.585642,-73.968728,208.2,185.0,23.2,5.343290732190768,75,>50,76-100%
29 Murdock Ct,11223,9,MURDOCK COURT,Multifamily Housing,Multifamily Housing,56534.0,1949,1,100,61.1,65.0,1.3,0.6,,,40.585642,-73.968728,193.3,170.1,23.2,5.269403356383394,75,>50,76-100%
49 Murdock Ct.,11223,9,MURDOCK COURT,Multifamily Housing,Multifamily Housing,56534.0,1949,1,100,70.1,74.8,1.3,0.7,,,40.585642,-73.968728,220.5,197.2,23.2,5.40042258948519,75,>50,76-100%
800-822 Thieriot Ave.,10473,880,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,176434.0,1968,1,100,37.0,35.4,7.5,0.1,,,40.823093,-73.862394,534.2,94.9,439.3,6.282640508814019,56,>50,76-100%
880 Thieriot Ave.,10473,880,THIERIOT AVENUE,Multifamily Housing,Multifamily Housing,176434.0,1968,1,100,34.8,33.8,7.2,0.1,,,40.823093,-73.862394,504.2,87.8,416.3,6.224954390476336,56,>50,76-100%
1 West Farms Square Plaza,10460,,,Multifamily Housing,Multifamily Housing,100000.0,1972,8,100,,,,,,,,,,,,,52,>50,76-100%
1001-1005 E. Tremont Ave.,10460,999,EAST TREMONT AVENUE,Multifamily Housing,Multifamily Housing,94656.0,1972,1,100,86.4,90.5,5.9,0.7,,,40.840769,-73.881697,515.2,326.8,188.4,6.246494287284514,52,>50,76-100%
999 East Tremont Avenue,10460,999,EAST TREMONT AVENUE,Multifamily Housing,Multifamily Housing,37964.0,1972,1,100,109.0,115.3,7.0,0.9,,,40.840769,-73.881697,258.0,168.7,89.3,5.556828061699537,52,>50,76-100%
990-1000 178th Street,10460,999,EAST TREMONT AVENUE,Multifamily Housing,Multifamily Housing,112796.0,1972,1,100,133.2,138.7,3.9,1.3,,,40.840769,-73.881697,859.8,714.8,145.0,6.75786218940752,52,>50,76-100%
999 East 178th Street,10460,998,EAST 179 STREET,Multifamily Housing,Multifamily Housing,100569.0,1972,1,100,136.4,141.0,2.7,1.3,,,40.842123,-73.880028,772.2,670.8,101.4,6.650537747334176,52,>50,76-100%
1001-1005 East 178th Street,10460,2008,BRYANT AVENUE,Multifamily Housing,Multifamily Housing,119786.0,1972,1,100,131.2,136.4,3.9,1.2,,,40.841714,-73.880538,902.1,743.9,158.2,6.8058332892567535,52,>50,76-100%
1000 - 1010 East 179th Street (Building 7&8),10460,2008,BRYANT AVENUE,Multifamily Housing,Multifamily Housing,104659.0,1972,1,100,89.9,94.8,6.3,0.7,,,40.841714,-73.880538,593.8,373.5,220.3,6.388225214586,52,>50,76-100%
2520 Amsterdam Ave,10005,2520,AMSTERDAM AVENUE,College/University,College/University,110677.0,1967,1,100,38.3,38.3,11.2,,1299.9,11.74,40.850675,-73.929092,393.4,0.0,393.4,5.97736562272848,57,>50,76-100%
2540 amsterdam ave,10005,2540,AMSTERDAM AVENUE,College/University,College/University,119715.0,1929,1,100,43.1,43.3,11.6,0.0,738.5,6.17,40.851292,-73.928592,462.3,21.9,440.4,6.138374792422603,95,>50,76-100%
10 Lincoln Center Plaza,10023,60,COLUMBUS AVENUE,Performing Arts,Performing Arts,184601.0,1960,3,100,,,,,,,40.771277,-73.983299,0.0,0.0,0.0,0.0,64,>50,76-100%
245-10 Grand Central Parkway,11426,245-10,GRND CNTRL PKWY SR S,Multifamily Housing,Multifamily Housing,107483.0,1966,1,100,25.9,25.5,6.7,0.0,5164.6,48.05,,,247.5,14.7,232.8,5.5154428455366835,58,>50,76-100%
245-20 Grand Central Parkway,11426,245-10,GRND CNTRL PKWY SR S,Multifamily Housing,Multifamily Housing,86069.0,1966,1,100,17.2,17.0,4.3,0.0,3584.7,41.65,,,130.4,9.7,120.6,4.8782461060505105,58,>50,76-100%
245-30 Grand Central Parkway,11426,245-10,GRND CNTRL PKWY SR S,Multifamily Housing,Multifamily Housing,86303.0,1966,1,100,21.2,20.8,5.3,0.0,2823.9,32.72,,,159.8,13.0,146.8,5.080161356744866,58,>50,76-100%
185 West Broadway ,10013,,,College/University,College/University,344852.0,2009,3,100,21.6,23.3,2.3,,2749.6,7.97,,,566.5,0.0,566.5,6.341240749355558,15,11-20,76-100%
57 Worth Street ,10013,57,WORTH STREET,Office,Office,60852.0,1928,1,100,83.5,88.2,13.0,,2352.7,38.66,40.717231,-74.006565,408.4,0.0,408.4,6.014692673227189,96,>50,76-100%
55 Worth Stret ,10013,,,Office,Office,49000.0,1915,1,100,92.7,97.5,12.6,,396.9,8.1,,,358.5,0.0,358.5,5.884714177161102,109,,76-100%
3041 Broadway,10027,97,CLAREMONT AVENUE,Residence Hall/Dormitory,Residence Hall/Dormitory,78397.0,1930,1,100,16.4,16.0,3.8,0.0,,,40.811633,-73.962571,110.5,11.9,98.6,4.7140245909001735,94,>50,76-100%
3041 Broadway,10027,3041,BROADWAY,Residence Hall/Dormitory,Residence Hall/Dormitory,155000.0,1909,1,100,,,,,,,40.810755,-73.961907,0.0,0.0,0.0,0.0,115,,76-100%
321 East 16th St,10003,1,N D PERLMAN PLACE,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),309327.0,1924,1,100,23.1,23.1,6.8,,,,40.73279,-73.983568,662.2,0.0,662.2,6.497076603821085,100,>50,76-100%
304-310 East 12th Street,10003,304,EAST 12 STREET,Multifamily Housing,Multifamily Housing,40320.0,1940,1,100,102.0,105.2,5.0,0.6,3192.5,79.18,40.730833,-73.985492,270.5,205.2,65.3,5.60396213937399,84,>50,76-100%
301-309 East 11th Street,10003,304,EAST 12 STREET,Multifamily Housing,Multifamily Housing,33120.0,1940,1,100,65.6,65.1,4.4,0.4,,,40.730833,-73.985492,142.0,94.2,47.8,4.962844630259907,84,>50,76-100%
301-309 E 11th St / 304-310 E 12th St,10003,,,Multifamily Housing,Multifamily Housing,73440.0,1940,2,100,85.6,87.7,4.7,0.5,3192.5,43.47,,,412.5,299.4,113.1,6.024657514463746,84,>50,76-100%
350 Sheffield Ave,112074037,,,Multifamily Housing,Multifamily Housing,59390.0,1975,1,100,135.6,140.9,9.8,1.1,,,,,506.1,322.5,183.6,6.228708222800973,49,41-50,76-100%
1607 Nelson Avenue,10453,1601,NELSON AVENUE,Other - Lodging/Residential,Other - Lodging/Residential,26750.0,1994,1,100,,,,,,,40.846181,-73.919642,0.0,0.0,0.0,0.0,30,21-30,76-100%
1609 Nelson Avenue,10453,1601,NELSON AVENUE,Other - Lodging/Residential,Other - Lodging/Residential,26750.0,1994,1,100,,,,,,,40.846181,-73.919642,0.0,0.0,0.0,0.0,30,21-30,76-100%
1611 Nelson Avenue,10453,1601,NELSON AVENUE,Other - Lodging/Residential,Other - Lodging/Residential,26750.0,1994,1,100,,,,,,,40.846181,-73.919642,0.0,0.0,0.0,0.0,30,21-30,76-100%
"23-34 Mott, 13-18 Dickens, 13-19 Eggert",11691,23-34,MOTT AVENUE,Multifamily Housing,Multifamily Housing,104463.0,1949,3,50,74.2,74.2,0.3,0.7,,,,,416.6,405.2,11.4,6.034524036568429,75,>50,26-50%
13-25 Eggert Place,11691,23-34,MOTT AVENUE,Multifamily Housing,Multifamily Housing,104463.0,1949,1,100,22.6,22.6,0.1,0.2,,,,,126.8,123.5,3.3,4.850466541943434,75,>50,76-100%
13-18/22/26/32 Dickens St,11691,23-34,MOTT AVENUE,Multifamily Housing,Multifamily Housing,104463.0,1949,1,100,24.3,26.1,0.1,0.3,,,,,136.0,132.9,3.1,4.919980925828125,75,>50,76-100%
23-40 Mott Avenue,11691,23-34,MOTT AVENUE,Multifamily Housing,Multifamily Housing,104463.0,1949,1,40,27.3,29.5,0.2,0.3,,,,,153.7,148.7,5.0,5.04148775757902,75,>50,26-50%
26 Beaver St.,10004,26,BEAVER STREET,Multifamily Housing,Multifamily Housing,52091.0,1909,1,100,76.9,82.4,4.7,0.7,15.9,0.29,40.704959,-74.011902,255.5,174.9,80.6,5.547128664610824,115,,76-100%
"1 Broadway, New York",10004,1,BROADWAY,Other,Office,220000.0,1882,1,100,56.4,56.1,11.7,0.0,2483.5,11.29,40.704785,-74.014099,1083.8,266.4,817.3,6.989150917186131,142,,76-100%
450 North End Avenue,10282,201,WARREN STREET,Multifamily Housing,Multifamily Housing,185816.0,1997,1,100,82.4,85.9,10.7,0.5,,,40.716668,-74.013542,1104.3,449.2,655.2,7.0078720703169095,27,21-30,76-100%
377 Rector Place,10280,377,RECTOR PLACE,Multifamily Housing,Multifamily Housing,197941.0,1985,1,100,75.2,79.2,7.0,0.6,9471.8,47.56,40.709506,-74.018002,990.0,534.4,455.6,6.898714534329988,39,31-40,76-100%
320-350 Albany Street,10280,320,ALBANY STREET,Multifamily Housing,Multifamily Housing,150221.0,1986,1,100,68.3,70.7,7.0,0.2,,,40.710165,-74.016751,783.2,440.4,342.9,6.664664089858231,38,31-40,76-100%
250 South End Avenue,10280,250,SOUTH END AVENUE,Multifamily Housing,Multifamily Housing,116000.0,1987,1,100,81.2,85.6,7.3,0.6,,,40.709709,-74.01656,626.5,342.0,284.5,6.441743671005939,37,31-40,76-100%
300 Albany Street,10280,300,ALBANY STREET,Multifamily Housing,Multifamily Housing,108016.0,1986,1,100,74.0,76.8,9.3,0.4,4500.8,40.07,40.710118,-74.016574,586.2,247.2,339.1,6.375365477300306,38,31-40,76-100%
